Country,iso3,Year,SPAR_Overall,C.1.1.1,C.1,C.2.1.1,C.2.1.2,C.2,C.3.1.1,C.3.2.1,C.3,C.4.1.1,C.4.2.1,C.4,C.5.1.1,C.5.2.1,C.5,C.6.1.1,C.6,C.7.1.1,C.7,C.8.1.1,C.8.2.1,C.8,C.9.1.1,C.9.2.1,C.9.3.1,C.9,C.10.1.1,C.10,C.11.1.1,C.11,C.12.1.1,C.12,C.13.1.1,C.13,C.1.1,C.1.2,C.1.3,C.2.1,C.2.2,C.3.1,C.4.1,C.5.1,C.5.2,C.5.3,C.6.1,C.6.2,C.7.1,C.8.1,C.8.2,C.8.3,C.9.1,C.9.2,C.9.3,C.10.1,C.11.1,C.11.2,C.12.1,C.13.1,C.2.3,C.3.2,C.4.2,C.4.3,C.4.4,C.4.5,C.7.2,C.7.3,C.10.2,C.10.3,C.11.3,C.14.1,C.14,C.15.1,C.15
Peru,PER,2017,66.0,50.0,50.0,100.0,100.0,100.0,100.0,100.0,100.0,67.0,88.0,77.0,50.0,20.0,35.0,71.0,71.0,60.0,60.0,100.0,100.0,100.0,27.0,0.0,0.0,9.0,100.0,100.0,53.0,53.0,8.0,8.0,92.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uruguay,URY,2017,87.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,95.0,89.0,100.0,94.0,100.0,100.0,100.0,100.0,100.0,60.0,60.0,92.0,20.0,56.0,91.0,100.0,67.0,86.0,100.0,100.0,100.0,100.0,77.0,77.0,62.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venezuela,VEN,2017,94.0,100.0,100.0,100.0,80.0,90.0,100.0,90.0,95.0,100.0,100.0,100.0,100.0,100.0,100.0,86.0,86.0,100.0,100.0,100.0,80.0,90.0,82.0,100.0,100.0,94.0,100.0,100.0,87.0,87.0,100.0,100.0,85.0,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,ARG,2018,64.0,,80.0,,,80.0,,,60.0,,,80.0,,,67.0,,80.0,,60.0,,,40.0,,,,60.0,,40.0,,70.0,,60.0,,60.0,100.0,60.0,80.0,60.0,100.0,60.0,80.0,80.0,20.0,100.0,80.0,80.0,60.0,40.0,40.0,40.0,40.0,60.0,80.0,40.0,100.0,40.0,60.0,60.0,,,,,,,,,,,,,,,
Bolivia,BOL,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,BRA,2018,87.0,,93.0,,,100.0,,,80.0,,,80.0,,,100.0,,100.0,,100.0,,,87.0,,,,47.0,,80.0,,60.0,,100.0,,100.0,100.0,100.0,80.0,100.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,40.0,40.0,60.0,80.0,60.0,60.0,100.0,100.0,,,,,,,,,,,,,,,
Chile,CHL,2018,74.0,,73.0,,,80.0,,,100.0,,,100.0,,,80.0,,80.0,,60.0,,,73.0,,,,47.0,,20.0,,70.0,,100.0,,80.0,80.0,60.0,80.0,80.0,80.0,100.0,100.0,100.0,40.0,100.0,80.0,80.0,60.0,60.0,80.0,80.0,40.0,60.0,40.0,20.0,100.0,40.0,100.0,80.0,,,,,,,,,,,,,,,
Colombia,COL,2018,66.0,,80.0,,,70.0,,,80.0,,,80.0,,,73.0,,60.0,,60.0,,,73.0,,,,47.0,,60.0,,80.0,,60.0,,40.0,100.0,60.0,80.0,80.0,60.0,80.0,80.0,100.0,20.0,100.0,80.0,40.0,60.0,40.0,100.0,80.0,60.0,40.0,40.0,60.0,80.0,80.0,60.0,40.0,,,,,,,,,,,,,,,
Costa Rica,CRI,2018,70.0,,93.0,,,70.0,,,60.0,,,80.0,,,93.0,,70.0,,80.0,,,27.0,,,,73.0,,80.0,,60.0,,100.0,,20.0,100.0,80.0,100.0,80.0,60.0,60.0,80.0,100.0,100.0,80.0,80.0,60.0,80.0,20.0,40.0,20.0,80.0,60.0,80.0,80.0,60.0,60.0,100.0,20.0,,,,,,,,,,,,,,,
Cuba,CUB,2018,100.0,,100.0,,,100.0,,,100.0,,,100.0,,,100.0,,100.0,,100.0,,,100.0,,,,100.0,,100.0,,100.0,,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,
Dominican Republic,DOM,2018,48.0,,40.0,,,40.0,,,20.0,,,20.0,,,53.0,,60.0,,40.0,,,53.0,,,,33.0,,100.0,,40.0,,40.0,,80.0,60.0,40.0,20.0,80.0,0.0,20.0,20.0,20.0,60.0,80.0,80.0,40.0,40.0,20.0,40.0,100.0,20.0,20.0,60.0,100.0,60.0,20.0,40.0,80.0,,,,,,,,,,,,,,,
Ecuador,ECU,2018,73.0,,87.0,,,80.0,,,80.0,,,60.0,,,73.0,,80.0,,80.0,,,80.0,,,,47.0,,60.0,,80.0,,80.0,,60.0,100.0,80.0,80.0,80.0,80.0,80.0,60.0,80.0,60.0,80.0,80.0,80.0,80.0,60.0,100.0,80.0,60.0,40.0,40.0,60.0,80.0,80.0,80.0,60.0,,,,,,,,,,,,,,,
El Salvador,SLV,2018,75.0,,100.0,,,100.0,,,100.0,,,20.0,,,100.0,,100.0,,100.0,,,60.0,,,,60.0,,40.0,,100.0,,40.0,,60.0,100.0,100.0,100.0,100.0,100.0,100.0,20.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,20.0,40.0,40.0,100.0,40.0,100.0,100.0,40.0,60.0,,,,,,,,,,,,,,,
Guatemala,GTM,2018,62.0,,67.0,,,30.0,,,60.0,,,20.0,,,80.0,,70.0,,80.0,,,80.0,,,,33.0,,60.0,,60.0,,60.0,,100.0,100.0,40.0,60.0,40.0,20.0,60.0,20.0,100.0,40.0,100.0,80.0,60.0,80.0,80.0,80.0,80.0,40.0,40.0,20.0,60.0,60.0,60.0,60.0,100.0,,,,,,,,,,,,,,,
Haiti,HTI,2018,39.0,,27.0,,,60.0,,,60.0,,,20.0,,,60.0,,90.0,,40.0,,,47.0,,,,27.0,,20.0,,10.0,,40.0,,0.0,20.0,20.0,40.0,80.0,40.0,60.0,20.0,40.0,40.0,100.0,100.0,80.0,40.0,20.0,100.0,20.0,20.0,40.0,20.0,20.0,20.0,0.0,40.0,0.0,,,,,,,,,,,,,,,
Honduras,HND,2018,34.0,,7.0,,,80.0,,,80.0,,,20.0,,,60.0,,80.0,,20.0,,,20.0,,,,0.0,,40.0,,40.0,,0.0,,0.0,20.0,0.0,0.0,80.0,80.0,80.0,20.0,80.0,20.0,80.0,80.0,80.0,20.0,0.0,40.0,20.0,0.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,,,,,,,,,,,,,,,
Mexico,MEX,2018,86.0,,100.0,,,100.0,,,80.0,,,80.0,,,80.0,,100.0,,100.0,,,87.0,,,,87.0,,60.0,,80.0,,80.0,,80.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,80.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,60.0,100.0,60.0,80.0,80.0,80.0,80.0,,,,,,,,,,,,,,,
Nicaragua,NIC,2018,73.0,,100.0,,,30.0,,,60.0,,,80.0,,,87.0,,60.0,,60.0,,,73.0,,,,73.0,,80.0,,80.0,,60.0,,100.0,100.0,100.0,100.0,40.0,20.0,60.0,80.0,100.0,60.0,100.0,60.0,60.0,60.0,60.0,80.0,80.0,60.0,60.0,100.0,80.0,80.0,80.0,60.0,100.0,,,,,,,,,,,,,,,
Panama,PAN,2018,71.0,,53.0,,,80.0,,,80.0,,,80.0,,,73.0,,80.0,,80.0,,,80.0,,,,73.0,,40.0,,60.0,,80.0,,60.0,40.0,60.0,60.0,80.0,80.0,80.0,80.0,60.0,60.0,100.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,60.0,40.0,60.0,60.0,80.0,60.0,,,,,,,,,,,,,,,
Paraguay,PRY,2018,62.0,,40.0,,,90.0,,,80.0,,,80.0,,,53.0,,80.0,,80.0,,,40.0,,,,47.0,,80.0,,60.0,,60.0,,20.0,60.0,40.0,20.0,100.0,80.0,80.0,80.0,20.0,60.0,80.0,80.0,80.0,80.0,40.0,40.0,40.0,40.0,60.0,40.0,80.0,60.0,60.0,60.0,20.0,,,,,,,,,,,,,,,
Peru,PER,2018,55.0,,53.0,,,50.0,,,60.0,,,40.0,,,47.0,,70.0,,40.0,,,60.0,,,,33.0,,40.0,,40.0,,80.0,,100.0,80.0,40.0,40.0,40.0,60.0,60.0,40.0,60.0,40.0,40.0,80.0,60.0,40.0,40.0,80.0,60.0,20.0,40.0,40.0,40.0,40.0,40.0,80.0,100.0,,,,,,,,,,,,,,,
Uruguay,URY,2018,85.0,,100.0,,,90.0,,,80.0,,,80.0,,,87.0,,90.0,,80.0,,,93.0,,,,80.0,,100.0,,80.0,,60.0,,80.0,100.0,100.0,100.0,80.0,100.0,80.0,80.0,100.0,80.0,80.0,100.0,80.0,80.0,100.0,100.0,80.0,80.0,60.0,100.0,100.0,80.0,80.0,60.0,80.0,,,,,,,,,,,,,,,
Venezuela,VEN,2018,74.0,,73.0,,,90.0,,,80.0,,,80.0,,,53.0,,80.0,,80.0,,,73.0,,,,60.0,,80.0,,90.0,,40.0,,80.0,100.0,60.0,60.0,80.0,100.0,80.0,80.0,60.0,40.0,60.0,80.0,80.0,80.0,80.0,80.0,60.0,80.0,60.0,40.0,80.0,100.0,80.0,40.0,80.0,,,,,,,,,,,,,,,
Argentina,ARG,2020,64.0,,67.0,,,80.0,,,80.0,,,80.0,,,67.0,,80.0,,60.0,,,40.0,,,,53.0,,40.0,,70.0,,60.0,,60.0,60.0,60.0,80.0,60.0,100.0,80.0,80.0,80.0,20.0,100.0,80.0,80.0,60.0,20.0,60.0,40.0,40.0,40.0,80.0,40.0,80.0,60.0,60.0,60.0,,,,,,,,,,,,,,,
Bolivia,BOL,2020,58.0,,87.0,,,50.0,,,80.0,,,20.0,,,73.0,,60.0,,80.0,,,80.0,,,,40.0,,40.0,,40.0,,80.0,,20.0,100.0,80.0,80.0,40.0,60.0,80.0,20.0,80.0,80.0,60.0,40.0,80.0,80.0,80.0,80.0,80.0,40.0,20.0,60.0,40.0,40.0,40.0,80.0,20.0,,,,,,,,,,,,,,,
Brazil,BRA,2020,92.0,,100.0,,,100.0,,,100.0,,,100.0,,,100.0,,100.0,,100.0,,,93.0,,,,67.0,,80.0,,60.0,,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,80.0,60.0,60.0,80.0,60.0,60.0,100.0,100.0,,,,,,,,,,,,,,,
Chile,CHL,2020,76.0,,80.0,,,80.0,,,80.0,,,100.0,,,80.0,,80.0,,60.0,,,67.0,,,,67.0,,60.0,,80.0,,80.0,,80.0,80.0,60.0,100.0,80.0,80.0,80.0,100.0,100.0,40.0,100.0,80.0,80.0,60.0,60.0,80.0,60.0,40.0,60.0,100.0,60.0,80.0,80.0,80.0,80.0,,,,,,,,,,,,,,,
Colombia,COL,2020,75.0,,73.0,,,70.0,,,80.0,,,80.0,,,80.0,,70.0,,60.0,,,67.0,,,,73.0,,80.0,,100.0,,60.0,,80.0,100.0,60.0,60.0,80.0,60.0,80.0,80.0,100.0,60.0,80.0,100.0,40.0,60.0,40.0,80.0,80.0,80.0,80.0,60.0,80.0,100.0,100.0,60.0,80.0,,,,,,,,,,,,,,,
Costa Rica,CRI,2020,77.0,,93.0,,,80.0,,,80.0,,,80.0,,,93.0,,70.0,,80.0,,,67.0,,,,73.0,,80.0,,60.0,,80.0,,60.0,100.0,80.0,100.0,80.0,80.0,80.0,80.0,100.0,80.0,100.0,60.0,80.0,80.0,40.0,80.0,80.0,80.0,60.0,80.0,80.0,60.0,60.0,80.0,60.0,,,,,,,,,,,,,,,
Cuba,CUB,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,2020,60.0,,47.0,,,60.0,,,60.0,,,80.0,,,53.0,,80.0,,40.0,,,60.0,,,,40.0,,80.0,,60.0,,40.0,,80.0,60.0,40.0,40.0,100.0,20.0,60.0,80.0,40.0,40.0,80.0,100.0,60.0,40.0,40.0,60.0,80.0,40.0,40.0,40.0,80.0,60.0,60.0,40.0,80.0,,,,,,,,,,,,,,,
Ecuador,ECU,2020,70.0,,87.0,,,90.0,,,80.0,,,80.0,,,80.0,,80.0,,80.0,,,73.0,,,,60.0,,60.0,,0.0,,80.0,,60.0,100.0,80.0,80.0,80.0,100.0,80.0,80.0,100.0,60.0,80.0,80.0,80.0,80.0,60.0,80.0,80.0,60.0,60.0,60.0,60.0,0.0,0.0,80.0,60.0,,,,,,,,,,,,,,,
El Salvador,SLV,2020,100.0,,100.0,,,100.0,,,100.0,,,100.0,,,100.0,,100.0,,100.0,,,100.0,,,,100.0,,100.0,,100.0,,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,,,,,,,,,,,,,,,
Guatemala,GTM,2020,58.0,,73.0,,,40.0,,,40.0,,,60.0,,,80.0,,80.0,,60.0,,,100.0,,,,47.0,,40.0,,60.0,,40.0,,40.0,80.0,60.0,80.0,40.0,40.0,40.0,60.0,100.0,40.0,100.0,80.0,80.0,60.0,100.0,100.0,100.0,60.0,40.0,40.0,40.0,60.0,60.0,40.0,40.0,,,,,,,,,,,,,,,
Haiti,HTI,2020,40.0,,27.0,,,60.0,,,60.0,,,20.0,,,60.0,,90.0,,40.0,,,53.0,,,,27.0,,20.0,,20.0,,40.0,,0.0,20.0,20.0,40.0,80.0,40.0,60.0,20.0,40.0,40.0,100.0,100.0,80.0,40.0,20.0,100.0,40.0,20.0,40.0,20.0,20.0,20.0,20.0,40.0,0.0,,,,,,,,,,,,,,,
Honduras,HND,2020,60.0,,40.0,,,80.0,,,80.0,,,80.0,,,87.0,,80.0,,60.0,,,60.0,,,,13.0,,60.0,,60.0,,40.0,,40.0,100.0,20.0,0.0,80.0,80.0,80.0,80.0,100.0,80.0,80.0,80.0,80.0,60.0,40.0,100.0,40.0,40.0,0.0,0.0,60.0,60.0,60.0,40.0,40.0,,,,,,,,,,,,,,,
Mexico,MEX,2020,83.0,,80.0,,,100.0,,,60.0,,,80.0,,,87.0,,100.0,,80.0,,,87.0,,,,87.0,,80.0,,80.0,,80.0,,80.0,100.0,60.0,80.0,100.0,100.0,60.0,80.0,100.0,60.0,100.0,100.0,100.0,80.0,60.0,100.0,100.0,100.0,60.0,100.0,80.0,80.0,80.0,80.0,80.0,,,,,,,,,,,,,,,
Nicaragua,NIC,2020,83.0,,100.0,,,40.0,,,80.0,,,80.0,,,87.0,,80.0,,80.0,,,100.0,,,,73.0,,80.0,,100.0,,80.0,,100.0,100.0,100.0,100.0,40.0,40.0,80.0,80.0,100.0,60.0,100.0,80.0,80.0,80.0,100.0,100.0,100.0,60.0,60.0,100.0,80.0,100.0,100.0,80.0,100.0,,,,,,,,,,,,,,,
Panama,PAN,2020,79.0,,93.0,,,80.0,,,80.0,,,80.0,,,93.0,,90.0,,80.0,,,80.0,,,,73.0,,80.0,,60.0,,80.0,,60.0,100.0,80.0,100.0,80.0,80.0,80.0,80.0,100.0,80.0,100.0,100.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,60.0,80.0,60.0,60.0,80.0,60.0,,,,,,,,,,,,,,,
Paraguay,PRY,2020,65.0,,47.0,,,100.0,,,20.0,,,80.0,,,67.0,,100.0,,40.0,,,73.0,,,,53.0,,60.0,,80.0,,60.0,,60.0,60.0,40.0,40.0,100.0,100.0,20.0,80.0,80.0,40.0,80.0,100.0,100.0,40.0,80.0,80.0,60.0,60.0,60.0,40.0,60.0,80.0,80.0,60.0,60.0,,,,,,,,,,,,,,,
Peru,PER,2020,59.0,,67.0,,,50.0,,,80.0,,,80.0,,,47.0,,80.0,,40.0,,,67.0,,,,40.0,,40.0,,40.0,,40.0,,100.0,100.0,20.0,80.0,40.0,60.0,80.0,80.0,60.0,40.0,40.0,80.0,80.0,40.0,40.0,80.0,80.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,100.0,,,,,,,,,,,,,,,
Uruguay,URY,2020,80.0,,73.0,,,50.0,,,80.0,,,80.0,,,87.0,,90.0,,80.0,,,87.0,,,,73.0,,100.0,,100.0,,60.0,,80.0,40.0,100.0,80.0,40.0,60.0,80.0,80.0,100.0,80.0,80.0,100.0,80.0,80.0,80.0,100.0,80.0,60.0,60.0,100.0,100.0,100.0,100.0,60.0,80.0,,,,,,,,,,,,,,,
Venezuela,VEN,2020,74.0,,73.0,,,90.0,,,80.0,,,80.0,,,67.0,,90.0,,80.0,,,67.0,,,,60.0,,40.0,,100.0,,40.0,,100.0,100.0,60.0,60.0,80.0,100.0,80.0,80.0,80.0,40.0,80.0,100.0,80.0,80.0,60.0,80.0,60.0,80.0,60.0,40.0,40.0,100.0,100.0,40.0,100.0,,,,,,,,,,,,,,,
Argentina,ARG,2021,65.0,,50.0,,,40.0,,,80.0,,,72.0,,,70.0,,50.0,,60.0,,,67.0,,,,67.0,,60.0,,80.0,,80.0,,80.0,60.0,40.0,,60.0,40.0,80.0,80.0,60.0,80.0,,60.0,40.0,60.0,80.0,60.0,60.0,60.0,100.0,40.0,40.0,80.0,80.0,80.0,80.0,20.0,80.0,20.0,80.0,100.0,80.0,60.0,60.0,80.0,60.0,80.0,60.0,60.0,60.0,60.0
Bolivia,BOL,2021,56.0,,20.0,,,47.0,,,60.0,,,52.0,,,80.0,,50.0,,87.0,,,80.0,,,,47.0,,73.0,,40.0,,80.0,,20.0,20.0,20.0,,60.0,60.0,40.0,40.0,80.0,80.0,,60.0,40.0,80.0,80.0,80.0,80.0,40.0,60.0,40.0,80.0,40.0,40.0,80.0,20.0,20.0,80.0,60.0,20.0,80.0,60.0,80.0,100.0,60.0,80.0,40.0,40.0,40.0,60.0,60.0
Brazil,BRA,2021,87.0,,90.0,,,87.0,,,80.0,,,96.0,,,100.0,,90.0,,80.0,,,80.0,,,,80.0,,80.0,,67.0,,80.0,,100.0,100.0,80.0,,100.0,80.0,80.0,80.0,100.0,100.0,,100.0,80.0,80.0,80.0,80.0,80.0,100.0,80.0,60.0,80.0,60.0,60.0,80.0,100.0,80.0,80.0,100.0,100.0,100.0,100.0,80.0,80.0,80.0,80.0,80.0,100.0,100.0,100.0,100.0
Chile,CHL,2021,73.0,,50.0,,,80.0,,,80.0,,,80.0,,,80.0,,50.0,,80.0,,,80.0,,,,80.0,,40.0,,80.0,,80.0,,80.0,80.0,20.0,,80.0,80.0,60.0,80.0,80.0,80.0,,60.0,40.0,80.0,100.0,60.0,80.0,80.0,100.0,60.0,40.0,80.0,80.0,80.0,80.0,80.0,100.0,40.0,80.0,100.0,100.0,80.0,80.0,20.0,60.0,80.0,80.0,80.0,80.0,80.0
Colombia,COL,2021,69.0,,60.0,,,80.0,,,50.0,,,84.0,,,80.0,,40.0,,73.0,,,93.0,,,,67.0,,33.0,,93.0,,80.0,,80.0,100.0,20.0,,80.0,80.0,40.0,100.0,80.0,80.0,,60.0,20.0,60.0,100.0,100.0,80.0,60.0,60.0,80.0,20.0,100.0,100.0,80.0,80.0,80.0,60.0,60.0,80.0,80.0,100.0,80.0,80.0,60.0,20.0,80.0,60.0,60.0,60.0,60.0
Costa Rica,CRI,2021,67.0,,20.0,,,80.0,,,50.0,,,88.0,,,80.0,,80.0,,67.0,,,67.0,,,,53.0,,67.0,,67.0,,80.0,,80.0,20.0,20.0,,80.0,80.0,20.0,100.0,80.0,80.0,,80.0,80.0,40.0,60.0,60.0,80.0,60.0,40.0,60.0,40.0,60.0,60.0,80.0,80.0,80.0,80.0,100.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,60.0,60.0,60.0,60.0
Cuba,CUB,2021,95.0,,70.0,,,100.0,,,100.0,,,100.0,,,100.0,,100.0,,100.0,,,100.0,,,,100.0,,100.0,,100.0,,100.0,,100.0,40.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,60.0
Dominican Republic,DOM,2021,65.0,,50.0,,,73.0,,,40.0,,,60.0,,,90.0,,60.0,,60.0,,,80.0,,,,40.0,,73.0,,53.0,,80.0,,80.0,80.0,20.0,,80.0,80.0,40.0,60.0,100.0,80.0,,60.0,60.0,20.0,60.0,80.0,100.0,40.0,60.0,20.0,100.0,80.0,40.0,80.0,80.0,60.0,40.0,40.0,60.0,80.0,60.0,80.0,80.0,20.0,100.0,40.0,100.0,100.0,40.0,40.0
Ecuador,ECU,2021,66.0,,30.0,,,73.0,,,50.0,,,80.0,,,80.0,,50.0,,80.0,,,53.0,,,,47.0,,67.0,,80.0,,80.0,,80.0,40.0,20.0,,60.0,80.0,40.0,80.0,80.0,80.0,,80.0,20.0,80.0,80.0,40.0,40.0,20.0,60.0,60.0,40.0,80.0,80.0,80.0,80.0,80.0,60.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,60.0,60.0
El Salvador,SLV,2021,94.0,,80.0,,,87.0,,,100.0,,,100.0,,,100.0,,100.0,,100.0,,,100.0,,,,67.0,,100.0,,100.0,,80.0,,100.0,80.0,80.0,,100.0,80.0,100.0,100.0,100.0,100.0,,100.0,100.0,100.0,100.0,100.0,100.0,60.0,60.0,80.0,100.0,100.0,100.0,80.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Guatemala,GTM,2021,45.0,,50.0,,,33.0,,,20.0,,,48.0,,,80.0,,30.0,,33.0,,,93.0,,,,27.0,,20.0,,80.0,,20.0,,40.0,40.0,60.0,,20.0,40.0,20.0,40.0,80.0,80.0,,40.0,20.0,20.0,100.0,100.0,80.0,20.0,20.0,40.0,20.0,80.0,80.0,20.0,40.0,40.0,20.0,40.0,40.0,60.0,60.0,60.0,20.0,20.0,20.0,80.0,60.0,60.0,40.0,40.0
Haiti,HTI,2021,54.0,,40.0,,,53.0,,,50.0,,,72.0,,,100.0,,90.0,,60.0,,,73.0,,,,33.0,,47.0,,33.0,,80.0,,40.0,20.0,60.0,,40.0,60.0,40.0,80.0,100.0,100.0,,100.0,80.0,20.0,80.0,80.0,60.0,20.0,60.0,20.0,40.0,20.0,20.0,80.0,40.0,60.0,60.0,40.0,60.0,80.0,100.0,80.0,80.0,60.0,40.0,60.0,20.0,20.0,20.0,20.0
Honduras,HND,2021,58.0,,40.0,,,73.0,,,70.0,,,84.0,,,70.0,,40.0,,60.0,,,47.0,,,,47.0,,73.0,,60.0,,80.0,,80.0,40.0,40.0,,60.0,80.0,60.0,80.0,80.0,60.0,,60.0,20.0,20.0,80.0,40.0,20.0,60.0,60.0,20.0,60.0,60.0,40.0,80.0,80.0,80.0,80.0,80.0,80.0,100.0,80.0,80.0,80.0,80.0,80.0,80.0,20.0,20.0,20.0,20.0
Mexico,MEX,2021,84.0,,60.0,,,87.0,,,90.0,,,96.0,,,100.0,,90.0,,87.0,,,87.0,,,,73.0,,87.0,,87.0,,80.0,,80.0,60.0,60.0,,100.0,80.0,100.0,100.0,100.0,100.0,,80.0,100.0,60.0,80.0,100.0,80.0,60.0,60.0,100.0,80.0,100.0,80.0,80.0,80.0,80.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,80.0,80.0,80.0,80.0
Nicaragua,NIC,2021,78.0,,90.0,,,93.0,,,60.0,,,72.0,,,100.0,,90.0,,100.0,,,100.0,,,,60.0,,100.0,,27.0,,60.0,,80.0,80.0,100.0,,80.0,100.0,20.0,80.0,100.0,100.0,,80.0,100.0,100.0,100.0,100.0,100.0,80.0,40.0,60.0,100.0,0.0,0.0,60.0,80.0,100.0,100.0,80.0,20.0,80.0,100.0,100.0,100.0,100.0,100.0,80.0,40.0,40.0,100.0,100.0
Panama,PAN,2021,76.0,,50.0,,,60.0,,,60.0,,,96.0,,,90.0,,90.0,,87.0,,,73.0,,,,80.0,,80.0,,80.0,,80.0,,80.0,60.0,40.0,,60.0,80.0,40.0,80.0,80.0,100.0,,80.0,100.0,80.0,80.0,60.0,80.0,80.0,100.0,60.0,80.0,80.0,80.0,80.0,80.0,40.0,80.0,100.0,100.0,100.0,100.0,80.0,100.0,80.0,80.0,80.0,80.0,80.0,60.0,60.0
Paraguay,PRY,2021,56.0,,40.0,,,53.0,,,40.0,,,72.0,,,70.0,,50.0,,60.0,,,67.0,,,,33.0,,60.0,,80.0,,20.0,,80.0,60.0,20.0,,60.0,80.0,40.0,60.0,80.0,60.0,,60.0,40.0,60.0,80.0,40.0,80.0,40.0,40.0,20.0,80.0,80.0,80.0,20.0,80.0,20.0,40.0,60.0,80.0,80.0,80.0,60.0,60.0,80.0,20.0,80.0,60.0,60.0,60.0,60.0
Peru,PER,2021,39.0,,20.0,,,33.0,,,30.0,,,48.0,,,80.0,,30.0,,47.0,,,20.0,,,,40.0,,20.0,,33.0,,20.0,,20.0,20.0,20.0,,40.0,40.0,40.0,60.0,80.0,80.0,,40.0,20.0,20.0,20.0,20.0,20.0,20.0,80.0,20.0,20.0,40.0,40.0,20.0,20.0,20.0,20.0,40.0,20.0,60.0,60.0,100.0,20.0,20.0,20.0,20.0,40.0,40.0,100.0,100.0
Uruguay,URY,2021,65.0,,20.0,,,67.0,,,80.0,,,60.0,,,90.0,,60.0,,80.0,,,73.0,,,,73.0,,100.0,,67.0,,80.0,,20.0,20.0,20.0,,60.0,80.0,80.0,60.0,100.0,80.0,,60.0,60.0,80.0,60.0,100.0,60.0,60.0,80.0,80.0,100.0,40.0,80.0,80.0,20.0,60.0,80.0,40.0,60.0,80.0,60.0,80.0,80.0,100.0,100.0,80.0,60.0,60.0,40.0,40.0
Venezuela,VEN,2021,75.0,,30.0,,,80.0,,,90.0,,,100.0,,,90.0,,60.0,,80.0,,,67.0,,,,53.0,,67.0,,87.0,,80.0,,80.0,40.0,20.0,,60.0,100.0,80.0,100.0,100.0,80.0,,80.0,40.0,80.0,100.0,60.0,40.0,60.0,60.0,40.0,80.0,100.0,100.0,80.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,80.0,80.0,80.0,40.0,60.0,60.0,60.0,100.0,100.0
Argentina,ARG,2022,67.0,,70.0,,,53.0,,,80.0,,,72.0,,,80.0,,50.0,,47.0,,,67.0,,,,60.0,,67.0,,73.0,,80.0,,80.0,80.0,60.0,,40.0,40.0,80.0,80.0,80.0,80.0,,60.0,40.0,40.0,80.0,60.0,60.0,60.0,60.0,60.0,60.0,80.0,80.0,80.0,80.0,80.0,80.0,40.0,60.0,100.0,80.0,60.0,40.0,80.0,60.0,60.0,60.0,60.0,60.0,60.0
